vehicle_id,lap,lap_time_s,lap_interval_s,is_outlier,AIR_TEMP,HUMIDITY,WIND_SPEED,RAIN,POSITION,NUMBER,LAPS,TOTAL_TIME,FL_TIME,avg_speed_est,is_fastest_lap,FL_KPH,FL_TIME_SEC,TOTAL_TIME_SEC,GAP_FIRST_SEC
GR86-010-16,4,0.0,0.002,True,21.19,94.62,18.36,0.0,,,,,,inf,False,,,,
GR86-010-16,3,0.0,0.001,True,21.19,94.62,18.36,0.0,,,,,,inf,False,,,,
GR86-010-16,4,170.083,170.077,False,21.26,94.68,,0.0,,,,,,84.66454613335843,False,,,,
GR86-010-16,5,168.62,168.621,False,,94.76,,0.0,,,,,,85.39912228679871,False,,,,
GR86-010-16,6,181.579,181.686,False,21.49,94.57,,0.0,,,,,,79.30432483932613,False,,,,
GR86-010-16,7,167.673,167.578,False,21.67,94.56,4.68,0.0,,,,,,85.88144781807446,False,,,,
GR86-012-8,32768,1602.846,,False,,,,,25.0,8.0,15.0,46:10.659,2:49.451,8.984019675003088,False,138.4,169.451,2770.659,
GR86-012-8,1,851.494,851.508,False,21.0,94.67,2.52,0.0,25.0,8.0,15.0,46:10.659,2:49.451,16.911452106532753,False,138.4,169.451,2770.659,
GR86-012-8,2,233.493,233.498,False,,94.6,9.0,0.0,25.0,8.0,15.0,46:10.659,2:49.451,61.67208438796881,False,138.4,169.451,2770.659,
GR86-012-8,3,200.597,200.596,False,21.19,94.62,18.36,0.0,25.0,8.0,15.0,46:10.659,2:49.451,71.78571962691366,False,138.4,169.451,2770.659,
GR86-012-8,4,178.0,178.013,False,21.31,94.79,3.24,0.0,25.0,8.0,15.0,46:10.659,2:49.451,80.89887640449439,False,138.4,169.451,2770.659,
GR86-012-8,5,175.284,175.279,False,,94.76,,0.0,25.0,8.0,15.0,46:10.659,2:49.451,82.15239268843706,False,138.4,169.451,2770.659,
GR86-012-8,6,174.401,174.403,False,21.49,94.57,,0.0,25.0,8.0,15.0,46:10.659,2:49.451,82.56833389716802,True,138.4,169.451,2770.659,
GR86-013-80,32768,2277.387,,False,,,,,28.0,80.0,10.0,41:12.118,2:52.133,6.323036005738154,False,136.2,172.133,2472.118,
GR86-013-80,1,863.884,863.89,False,21.0,94.67,2.52,0.0,28.0,80.0,10.0,41:12.118,2:52.133,16.668904621453805,False,136.2,172.133,2472.118,
GR86-013-80,2,232.182,232.18,False,,94.6,9.0,0.0,28.0,80.0,10.0,41:12.118,2:52.133,62.020311652066056,False,136.2,172.133,2472.118,
GR86-013-80,3,203.207,203.217,False,21.19,94.62,18.36,0.0,28.0,80.0,10.0,41:12.118,2:52.133,70.86370056149642,False,136.2,172.133,2472.118,
GR86-013-80,4,176.181,176.176,False,21.31,94.79,3.24,0.0,28.0,80.0,10.0,41:12.118,2:52.133,81.73412570027413,True,136.2,172.133,2472.118,
GR86-013-80,5,178.2,178.246,False,,94.76,,0.0,28.0,80.0,10.0,41:12.118,2:52.133,80.80808080808082,False,136.2,172.133,2472.118,
GR86-013-80,6,232.29,232.255,False,21.53,94.62,2.88,0.0,28.0,80.0,10.0,41:12.118,2:52.133,61.991476172026346,False,136.2,172.133,2472.118,
GR86-015-31,32768,1845.033,,False,,,,,15.0,31.0,15.0,45:19.092,2:43.672,7.804738451832568,False,143.3,163.672,2719.092,15.403
GR86-015-31,1,883.832,883.844,False,21.0,94.67,2.52,0.0,15.0,31.0,15.0,45:19.092,2:43.672,16.29268910833733,False,143.3,163.672,2719.092,15.403
GR86-015-31,2,229.251,229.249,False,,94.6,0.36,0.0,15.0,31.0,15.0,45:19.092,2:43.672,62.813248360966796,False,143.3,163.672,2719.092,15.403
GR86-015-31,3,209.109,209.122,False,21.19,94.62,18.36,0.0,15.0,31.0,15.0,45:19.092,2:43.672,68.86360701834928,False,143.3,163.672,2719.092,15.403
GR86-015-31,4,173.048,173.041,False,21.26,94.68,,0.0,15.0,31.0,15.0,45:19.092,2:43.672,83.21390596828626,False,143.3,163.672,2719.092,15.403
GR86-015-31,5,173.343,173.369,False,,94.76,,0.0,15.0,31.0,15.0,45:19.092,2:43.672,83.07229019920044,False,143.3,163.672,2719.092,15.403
GR86-015-31,6,170.644,170.78,False,21.49,94.57,,0.0,15.0,31.0,15.0,45:19.092,2:43.672,84.38620754318931,False,143.3,163.672,2719.092,15.403
GR86-015-31,7,0.043,0.013,True,21.49,94.57,,0.0,15.0,31.0,15.0,45:19.092,2:43.672,334883.7209302326,False,143.3,163.672,2719.092,15.403
GR86-015-31,6,0.043,0.003,True,21.49,94.57,,0.0,15.0,31.0,15.0,45:19.092,2:43.672,334883.7209302326,False,143.3,163.672,2719.092,15.403
GR86-015-31,7,168.87,168.801,False,21.67,94.56,4.68,0.0,15.0,31.0,15.0,45:19.092,2:43.672,85.27269497246402,False,143.3,163.672,2719.092,15.403
GR86-016-55,32768,1148.382,,False,,,,,1.0,55.0,15.0,45:03.689,2:43.767,12.539381495007758,False,143.2,163.767,2703.689,0.0
GR86-016-55,1,894.577,894.546,False,21.0,94.67,2.52,0.0,1.0,55.0,15.0,45:03.689,2:43.767,16.096993327572697,False,143.2,163.767,2703.689,0.0
GR86-016-55,2,229.202,229.21,False,,94.6,0.36,0.0,1.0,55.0,15.0,45:03.689,2:43.767,62.826676905088085,False,143.2,163.767,2703.689,0.0
GR86-016-55,3,211.19,211.2,False,21.19,94.62,18.36,0.0,1.0,55.0,15.0,45:03.689,2:43.767,68.18504664046593,False,143.2,163.767,2703.689,0.0
GR86-016-55,4,170.831,170.829,False,21.26,94.68,,0.0,1.0,55.0,15.0,45:03.689,2:43.767,84.29383425724839,False,143.2,163.767,2703.689,0.0
GR86-016-55,5,169.058,169.053,False,,94.76,,0.0,1.0,55.0,15.0,45:03.689,2:43.767,85.17786795064416,False,143.2,163.767,2703.689,0.0
GR86-016-55,6,169.38,169.384,False,21.49,94.57,,0.0,1.0,55.0,15.0,45:03.689,2:43.767,85.01594048884165,False,143.2,163.767,2703.689,0.0
GR86-016-55,7,168.816,168.819,False,21.67,94.56,4.68,0.0,1.0,55.0,15.0,45:03.689,2:43.767,85.29997156667613,True,143.2,163.767,2703.689,0.0
GR86-021-86,32768,1054.746,,False,,,,,24.0,86.0,15.0,46:07.033,2:48.900,13.65257607044729,False,138.9,168.9,2767.033,
GR86-021-86,1,857.433,857.502,False,21.0,94.67,2.52,0.0,24.0,86.0,15.0,46:07.033,2:48.900,16.794315124330414,False,138.9,168.9,2767.033,
GR86-021-86,2,232.428,232.392,False,,94.6,9.0,0.0,24.0,86.0,15.0,46:07.033,2:48.900,61.95466983323868,False,138.9,168.9,2767.033,
GR86-021-86,3,203.395,203.386,False,21.19,94.62,18.36,0.0,24.0,86.0,15.0,46:07.033,2:48.900,70.79820054573614,False,138.9,168.9,2767.033,
GR86-021-86,4,175.875,175.878,False,21.31,94.79,3.24,0.0,24.0,86.0,15.0,46:07.033,2:48.900,81.87633262260128,False,138.9,168.9,2767.033,
GR86-021-86,5,173.98,173.988,False,,94.76,,0.0,24.0,86.0,15.0,46:07.033,2:48.900,82.76813426830671,False,138.9,168.9,2767.033,
GR86-021-86,6,173.621,173.621,False,21.49,94.57,,0.0,24.0,86.0,15.0,46:07.033,2:48.900,82.93927577885164,True,138.9,168.9,2767.033,
GR86-022-13,32768,1041.902,,False,,,,,3.0,13.0,15.0,45:04.490,2:43.417,13.82087758733547,False,143.5,163.417,2704.49,0.801
GR86-022-13,1,891.309,891.323,False,21.0,94.67,2.52,0.0,3.0,13.0,15.0,45:04.490,2:43.417,16.15601323446751,False,143.5,163.417,2704.49,0.801
GR86-022-13,2,229.27,229.279,False,,94.6,0.36,0.0,3.0,13.0,15.0,45:04.490,2:43.417,62.80804291882933,False,143.5,163.417,2704.49,0.801
GR86-022-13,3,210.317,210.324,False,21.19,94.62,18.36,0.0,3.0,13.0,15.0,45:04.490,2:43.417,68.46807438295525,False,143.5,163.417,2704.49,0.801
GR86-022-13,4,171.387,171.387,False,21.26,94.68,,0.0,3.0,13.0,15.0,45:04.490,2:43.417,84.02037494092318,False,143.5,163.417,2704.49,0.801
GR86-022-13,5,169.407,169.448,False,,94.76,,0.0,3.0,13.0,15.0,45:04.490,2:43.417,85.00239069223822,False,143.5,163.417,2704.49,0.801
GR86-022-13,6,169.019,168.987,False,21.49,94.57,,0.0,3.0,13.0,15.0,45:04.490,2:43.417,85.19752217206349,True,143.5,163.417,2704.49,0.801
GR86-022-13,7,169.663,169.836,False,21.67,94.56,4.68,0.0,3.0,13.0,15.0,45:04.490,2:43.417,84.87413283980597,False,143.5,163.417,2704.49,0.801
GR86-024-41,32768,1973.613,,False,,,,,20.0,41.0,15.0,45:33.299,2:43.506,7.296263249178031,False,143.4,163.506,2733.299,29.61
GR86-024-41,1,876.918,876.937,False,21.0,94.67,2.52,0.0,20.0,41.0,15.0,45:33.299,2:43.506,16.42114770138143,False,143.4,163.506,2733.299,29.61
GR86-024-41,2,229.662,229.668,False,,94.6,0.36,0.0,20.0,41.0,15.0,45:33.299,2:43.506,62.700838623716585,False,143.4,163.506,2733.299,29.61
GR86-024-41,3,207.401,207.417,False,21.19,94.62,18.36,0.0,20.0,41.0,15.0,45:33.299,2:43.506,69.4307163417727,False,143.4,163.506,2733.299,29.61
GR86-024-41,4,172.33,172.318,False,21.26,94.68,,0.0,20.0,41.0,15.0,45:33.299,2:43.506,83.56061045668194,False,143.4,163.506,2733.299,29.61
GR86-024-41,5,172.069,172.07,False,,94.76,,0.0,20.0,41.0,15.0,45:33.299,2:43.506,83.68735797848538,False,143.4,163.506,2733.299,29.61
GR86-024-41,6,171.499,171.511,False,21.49,94.57,,0.0,20.0,41.0,15.0,45:33.299,2:43.506,83.96550417203599,False,143.4,163.506,2733.299,29.61
GR86-024-41,7,170.607,170.605,False,21.67,94.56,4.68,0.0,20.0,41.0,15.0,45:33.299,2:43.506,84.40450860750146,True,143.4,163.506,2733.299,29.61
GR86-025-47,32768,1532.437,,False,,,,,5.0,47.0,15.0,45:05.675,2:44.239,9.396797388734415,False,142.8,164.239,2705.675,1.986
GR86-025-47,1,904.032,904.179,False,21.0,94.67,2.52,0.0,5.0,47.0,15.0,45:05.675,2:44.239,15.928639694170117,False,142.8,164.239,2705.675,1.986
GR86-025-47,2,229.52,229.387,False,,94.6,0.36,0.0,5.0,47.0,15.0,45:05.675,2:44.239,62.73963053328685,False,142.8,164.239,2705.675,1.986
GR86-025-47,3,213.152,213.16,False,21.19,94.62,18.36,0.0,5.0,47.0,15.0,45:05.675,2:44.239,67.5574238102387,False,142.8,164.239,2705.675,1.986
GR86-025-47,4,170.932,170.942,False,21.26,94.68,,0.0,5.0,47.0,15.0,45:05.675,2:44.239,84.24402686448413,False,142.8,164.239,2705.675,1.986
GR86-025-47,5,169.154,169.142,False,,94.76,,0.0,5.0,47.0,15.0,45:05.675,2:44.239,85.1295269399482,False,142.8,164.239,2705.675,1.986
GR86-025-47,6,169.39,169.4,False,21.49,94.57,,0.0,5.0,47.0,15.0,45:05.675,2:44.239,85.01092154200366,False,142.8,164.239,2705.675,1.986
GR86-025-47,7,169.135,169.139,False,21.63,94.77,7.92,0.0,5.0,47.0,15.0,45:05.675,2:44.239,85.1390900759748,True,142.8,164.239,2705.675,1.986
GR86-026-72,32768,1551.236,,False,,,,,9.0,72.0,15.0,45:09.394,2:43.269,9.282920200407931,False,143.6,163.269,2709.394,5.705
GR86-026-72,1,901.906,901.929,False,21.0,94.67,2.52,0.0,9.0,72.0,15.0,45:09.394,2:43.269,15.966187163629028,False,143.6,163.269,2709.394,5.705
GR86-026-72,2,229.176,229.175,False,,94.6,0.36,0.0,9.0,72.0,15.0,45:09.394,2:43.269,62.83380458686774,False,143.6,163.269,2709.394,5.705
GR86-026-72,3,212.616,212.625,False,21.19,94.62,18.36,0.0,9.0,72.0,15.0,45:09.394,2:43.269,67.72773450728073,False,143.6,163.269,2709.394,5.705
GR86-026-72,4,173.28,173.281,False,21.26,94.68,,0.0,9.0,72.0,15.0,45:09.394,2:43.269,83.10249307479225,False,143.6,163.269,2709.394,5.705
GR86-026-72,5,169.585,169.592,False,,94.76,,0.0,9.0,72.0,15.0,45:09.394,2:43.269,84.91317038653183,True,143.6,163.269,2709.394,5.705
GR86-026-72,6,171.928,171.933,False,21.49,94.57,,0.0,9.0,72.0,15.0,45:09.394,2:43.269,83.75599087990322,False,143.6,163.269,2709.394,5.705
GR86-026-72,7,170.669,170.665,False,21.67,94.56,4.68,0.0,9.0,72.0,15.0,45:09.394,2:43.269,84.37384645131804,False,143.6,163.269,2709.394,5.705
GR86-028-89,32768,1222.784,,False,,,,,16.0,89.0,15.0,45:20.330,2:44.311,11.776405317701245,False,142.7,164.311,2720.33,16.641
GR86-028-89,1,893.47,893.506,False,21.0,94.67,2.52,0.0,16.0,89.0,15.0,45:20.330,2:44.311,16.116937334213794,False,142.7,164.311,2720.33,16.641
GR86-028-89,2,229.401,229.404,False,,94.6,0.36,0.0,16.0,89.0,15.0,45:20.330,2:44.311,62.772176232884775,False,142.7,164.311,2720.33,16.641
GR86-028-89,3,210.988,211.003,False,21.19,94.62,18.36,0.0,16.0,89.0,15.0,45:20.330,2:44.311,68.25032703281703,False,142.7,164.311,2720.33,16.641
GR86-028-89,4,171.578,171.584,False,21.26,94.68,,0.0,16.0,89.0,15.0,45:20.330,2:44.311,83.92684376784904,False,142.7,164.311,2720.33,16.641
GR86-028-89,5,169.506,169.509,False,,94.76,,0.0,16.0,89.0,15.0,45:20.330,2:44.311,84.95274503557395,True,142.7,164.311,2720.33,16.641
GR86-028-89,6,171.891,171.908,False,21.49,94.57,,0.0,16.0,89.0,15.0,45:20.330,2:44.311,83.77401958217708,False,142.7,164.311,2720.33,16.641
GR86-028-89,7,170.993,170.995,False,21.67,94.56,4.68,0.0,16.0,89.0,15.0,45:20.330,2:44.311,84.21397367143683,False,142.7,164.311,2720.33,16.641
GR86-030-18,32768,1828.053,,False,,,,,27.0,18.0,15.0,47:18.830,2:54.295,7.87723331872763,False,134.6,174.29500000000002,2838.83,
GR86-030-18,1,846.428,846.389,False,21.0,94.67,2.52,0.0,27.0,18.0,15.0,47:18.830,2:54.295,17.012669713194743,False,134.6,174.29500000000002,2838.83,
GR86-030-18,2,234.185,234.195,False,,94.6,9.0,0.0,27.0,18.0,15.0,47:18.830,2:54.295,61.48984776992548,False,134.6,174.29500000000002,2838.83,
GR86-030-18,3,199.993,199.999,False,21.19,94.62,18.36,0.0,27.0,18.0,15.0,47:18.830,2:54.295,72.00252008820308,False,134.6,174.29500000000002,2838.83,
GR86-030-18,4,183.326,183.327,False,21.31,94.79,3.24,0.0,27.0,18.0,15.0,47:18.830,2:54.295,78.54859648931412,False,134.6,174.29500000000002,2838.83,
GR86-030-18,5,181.287,181.289,False,21.43,94.67,9.72,0.0,27.0,18.0,15.0,47:18.830,2:54.295,79.43206076552649,False,134.6,174.29500000000002,2838.83,
GR86-030-18,6,180.654,180.66,False,21.53,94.62,2.88,0.0,27.0,18.0,15.0,47:18.830,2:54.295,79.71038559899034,True,134.6,174.29500000000002,2838.83,
GR86-032-15,32768,1226.328,,False,,,,,22.0,15.0,15.0,45:46.697,2:47.973,11.742372350627239,False,139.6,167.973,2746.697,43.008
GR86-032-15,1,862.267,862.285,False,21.0,94.67,2.52,0.0,22.0,15.0,15.0,45:46.697,2:47.973,16.700163638408984,False,139.6,167.973,2746.697,43.008
GR86-032-15,2,232.173,232.171,False,,94.6,9.0,0.0,22.0,15.0,15.0,45:46.697,2:47.973,62.02271581966896,False,139.6,167.973,2746.697,43.008
GR86-032-15,3,204.321,204.335,False,21.19,94.62,18.36,0.0,22.0,15.0,15.0,45:46.697,2:47.973,70.47733713127873,False,139.6,167.973,2746.697,43.008
GR86-032-15,4,174.788,174.83,False,21.31,94.79,3.24,0.0,22.0,15.0,15.0,45:46.697,2:47.973,82.38551845664462,False,139.6,167.973,2746.697,43.008
GR86-032-15,5,171.858,171.855,False,,94.76,,0.0,22.0,15.0,15.0,45:46.697,2:47.973,83.79010578500855,False,139.6,167.973,2746.697,43.008
GR86-032-15,6,172.415,172.381,False,21.49,94.57,,0.0,22.0,15.0,15.0,45:46.697,2:47.973,83.51941536409245,False,139.6,167.973,2746.697,43.008
GR86-032-15,7,169.811,169.816,False,21.67,94.56,4.68,0.0,22.0,15.0,15.0,45:46.697,2:47.973,84.80016017808033,True,139.6,167.973,2746.697,43.008
GR86-035-11,32768,268.481,,False,,,,,21.0,11.0,15.0,45:45.641,2:47.504,53.635080322257444,False,140.0,167.504,2745.641,41.952
GR86-035-11,1,872.224,872.243,False,21.0,94.67,2.52,0.0,21.0,11.0,15.0,45:45.641,2:47.504,16.509520490149317,False,140.0,167.504,2745.641,41.952
GR86-035-11,2,231.869,231.876,False,,94.6,0.36,0.0,21.0,11.0,15.0,45:45.641,2:47.504,62.10403288063519,False,140.0,167.504,2745.641,41.952
GR86-035-11,3,204.109,204.157,False,21.19,94.62,18.36,0.0,21.0,11.0,15.0,45:45.641,2:47.504,70.55053917269694,False,140.0,167.504,2745.641,41.952
GR86-035-11,4,173.89,173.844,False,21.31,94.79,3.24,0.0,21.0,11.0,15.0,45:45.641,2:47.504,82.81097245385014,False,140.0,167.504,2745.641,41.952
GR86-035-11,5,172.793,172.8,False,,94.76,,0.0,21.0,11.0,15.0,45:45.641,2:47.504,83.33670924169381,False,140.0,167.504,2745.641,41.952
GR86-035-11,6,171.877,171.875,False,21.49,94.57,,0.0,21.0,11.0,15.0,45:45.641,2:47.504,83.78084327746004,False,140.0,167.504,2745.641,41.952
GR86-035-11,7,170.619,170.62,False,21.67,94.56,4.68,0.0,21.0,11.0,15.0,45:45.641,2:47.504,84.39857225748598,True,140.0,167.504,2745.641,41.952
GR86-036-98,32768,1483.312,,False,,,,,6.0,98.0,15.0,45:06.161,2:44.157,9.708004789282363,False,142.9,164.15699999999998,2706.161,2.472
GR86-036-98,1,906.154,906.162,False,21.0,94.67,2.52,0.0,6.0,98.0,15.0,45:06.161,2:44.157,15.891338558346595,False,142.9,164.15699999999998,2706.161,2.472
GR86-036-98,2,229.087,229.097,False,,94.6,0.36,0.0,6.0,98.0,15.0,45:06.161,2:44.157,62.8582154378031,False,142.9,164.15699999999998,2706.161,2.472
GR86-036-98,3,213.7,213.701,False,21.19,94.62,18.36,0.0,6.0,98.0,15.0,45:06.161,2:44.157,67.38418343472158,False,142.9,164.15699999999998,2706.161,2.472
GR86-036-98,4,171.913,171.933,False,21.26,94.68,,0.0,6.0,98.0,15.0,45:06.161,2:44.157,83.7632988779208,False,142.9,164.15699999999998,2706.161,2.472
GR86-036-98,5,168.675,168.67,False,,94.76,,0.0,6.0,98.0,15.0,45:06.161,2:44.157,85.3712761227212,False,142.9,164.15699999999998,2706.161,2.472
GR86-036-98,6,171.813,171.811,False,21.49,94.57,,0.0,6.0,98.0,15.0,45:06.161,2:44.157,83.81205147456829,False,142.9,164.15699999999998,2706.161,2.472
GR86-036-98,7,167.786,167.794,False,21.67,94.56,4.68,0.0,6.0,98.0,15.0,45:06.161,2:44.157,85.82360864434457,True,142.9,164.15699999999998,2706.161,2.472
GR86-037-03,32768,3842.901,,True,,,,,17.0,3.0,15.0,45:24.584,2:44.837,3.7471691308207,False,142.3,164.837,2724.584,20.895
GR86-037-03,1,843.713,843.723,False,21.0,94.67,2.52,0.0,17.0,3.0,15.0,45:24.584,2:44.837,17.067415104425322,False,142.3,164.837,2724.584,20.895
GR86-037-03,2,235.279,235.324,False,,94.6,9.0,0.0,17.0,3.0,15.0,45:24.584,2:44.837,61.20393235265366,False,142.3,164.837,2724.584,20.895
GR86-037-03,3,197.318,197.274,False,21.19,94.62,18.36,0.0,17.0,3.0,15.0,45:24.584,2:44.837,72.97864361082111,False,142.3,164.837,2724.584,20.895
GR86-037-03,4,171.776,171.78,False,21.31,94.79,3.24,0.0,17.0,3.0,15.0,45:24.584,2:44.837,83.8301043219076,False,142.3,164.837,2724.584,20.895
GR86-037-03,5,170.196,170.199,False,,94.76,,0.0,17.0,3.0,15.0,45:24.584,2:44.837,84.6083339208912,False,142.3,164.837,2724.584,20.895
GR86-037-03,6,169.443,169.446,False,21.49,94.57,,0.0,17.0,3.0,15.0,45:24.584,2:44.837,84.9843310139693,True,142.3,164.837,2724.584,20.895
GR86-037-03,7,169.556,169.567,False,21.67,94.56,4.68,0.0,17.0,3.0,15.0,45:24.584,2:44.837,84.92769350539055,False,142.3,164.837,2724.584,20.895
GR86-040-3,32768,1672.722,,False,,,,,17.0,3.0,15.0,45:24.584,2:44.837,8.608722788365311,False,142.3,164.837,2724.584,20.895
GR86-040-3,1,869.293,869.301,False,21.0,94.67,2.52,0.0,17.0,3.0,15.0,45:24.584,2:44.837,16.565185731393214,False,142.3,164.837,2724.584,20.895
GR86-040-3,2,231.897,231.902,False,,94.6,9.0,0.0,17.0,3.0,15.0,45:24.584,2:44.837,62.096534237182894,False,142.3,164.837,2724.584,20.895
GR86-040-3,3,203.41,203.456,False,21.19,94.62,18.36,0.0,17.0,3.0,15.0,45:24.584,2:44.837,70.79297969618013,False,142.3,164.837,2724.584,20.895
GR86-040-3,4,171.927,171.882,False,21.31,94.79,3.24,0.0,17.0,3.0,15.0,45:24.584,2:44.837,83.75647804009841,False,142.3,164.837,2724.584,20.895
GR86-040-3,5,173.253,173.301,False,,94.76,,0.0,17.0,3.0,15.0,45:24.584,2:44.837,83.11544388841753,False,142.3,164.837,2724.584,20.895
GR86-040-3,6,170.579,170.542,False,21.49,94.57,,0.0,17.0,3.0,15.0,45:24.584,2:44.837,84.41836333898075,False,142.3,164.837,2724.584,20.895
GR86-040-3,7,169.899,169.895,False,21.67,94.56,4.68,0.0,17.0,3.0,15.0,45:24.584,2:44.837,84.75623752935567,True,142.3,164.837,2724.584,20.895
GR86-047-21,32768,2588.041,,False,,,,,4.0,21.0,15.0,45:05.289,2:44.295,5.564054047057214,False,142.7,164.29500000000002,2705.289,1.6
GR86-047-21,1,888.383,888.402,False,21.0,94.67,2.52,0.0,4.0,21.0,15.0,45:05.289,2:44.295,16.209225075220935,False,142.7,164.29500000000002,2705.289,1.6
GR86-047-21,2,229.289,229.293,False,,94.6,0.36,0.0,4.0,21.0,15.0,45:05.289,2:44.295,62.80283833938829,False,142.7,164.29500000000002,2705.289,1.6
GR86-047-21,3,209.805,209.802,False,21.19,94.62,18.36,0.0,4.0,21.0,15.0,45:05.289,2:44.295,68.63516122113391,False,142.7,164.29500000000002,2705.289,1.6
GR86-047-21,4,171.37,171.392,False,21.26,94.68,,0.0,4.0,21.0,15.0,45:05.289,2:44.295,84.0287098091848,False,142.7,164.29500000000002,2705.289,1.6
GR86-047-21,5,169.453,169.489,False,,94.76,,0.0,4.0,21.0,15.0,45:05.289,2:44.295,84.979315798481,False,142.7,164.29500000000002,2705.289,1.6
GR86-047-21,6,168.646,168.601,False,21.49,94.57,,0.0,4.0,21.0,15.0,45:05.289,2:44.295,85.38595638200728,True,142.7,164.29500000000002,2705.289,1.6
GR86-047-21,7,168.782,168.786,False,21.67,94.56,4.68,0.0,4.0,21.0,15.0,45:05.289,2:44.295,85.31715467289166,False,142.7,164.29500000000002,2705.289,1.6
GR86-049-88,0,42.015,,False,,,,,8.0,88.0,15.0,45:07.074,2:42.431,342.73473759371655,False,144.4,162.43099999999998,2707.074,3.385
